id, name, tw_url, al_url, li_url, followers, num_investments
1564,"Chris Redlitz",http://www.twitter.com/chrisredlitz,https://angel.co/credlitz,http://www.linkedin.com/profile/edit?id=8772&trk=hb_tab_pro_top,1518,35
1572,"Hiten Shah",http://twitter.com/#!/hnshah,https://angel.co/hnshah,http://www.linkedin.com/in/hnshah,7286,11
1574,"Logan Bowers",,https://angel.co/loganb,http://www.linkedin.com/in/loganbowers,9,0
1581,"Gil Beyda",http://twitter.com/gilbeyda,https://angel.co/gil,http://www.linkedin.com/in/beyda,1320,12
1589,"Lazaro Fuentes",http://www.twitter.com/laz,https://angel.co/laz,http://www.linkedin.com/in/lazarofuentes,652,7
1596,"Bill Clark",http://twitter.com/austinbillc,https://angel.co/austinbillc,http://www.linkedin.com/pub/bill-clark/2/24/a66,43,0
1601,"Bill Forquer",http://twitter.com/billforquer,https://angel.co/billforquer,http://www.linkedin.com/in/billforquer,174,4
1603,"Pietro Dova",http://twitter.com/pdova,https://angel.co/pdova,http://www.linkedin.com/pub/pietro-dova/1/668/154,904,46
1604,"Bryan Beal",http://twitter.com/bryanrbeal,https://angel.co/bryanrbeal,http://www.linkedin.com/in/bryanrbeal,126,0
1611,"Scott Jacobson",http://twitter.com/scottjacobson,https://angel.co/scottjacobson,http://www.linkedin.com/in/sxjacobson,842,7
1612,"Darren Trumeter",https://twitter.com/Trumeter,https://angel.co/trumeter,http://www.linkedin.com/in/trumeter,34,3
1619,"Edward Tsai",http://twitter.com/edwardtsai,https://angel.co/edwardtsai,http://www.linkedin.com/in/edwardstsai,233,5
1620,"Farhad Mohit",http://twitter.com/farhad667,https://angel.co/farhad667,http://www.linkedin.com/in/farhad667,3223,13
1622,"Rahul Jaswa",http://twitter.com/#!/rahuljaswa,https://angel.co/rahuljaswa,http://www.linkedin.com/in/rahuljaswa,436,8
1645,"Vijay Parikh",,https://angel.co/vparikh,http://www.linkedin.com/pub/vijay-parikh/0/182/b89,91,0
1647,"Robert Laing",http://twitter.com/robert_laing,https://angel.co/robert-laing,http://www.linkedin.com/in/robertlaing,65,0
1648,"Tyler Dorman",http://twitter.com/tbdorman,https://angel.co/tbdorman,http://www.linkedin.com/in/tylerdorman,470,7
1649,"Michael Broukhim",http://www.twitter.com/broukhim,https://angel.co/broukhim,http://www.linkedin.com/in/michaelbroukhim,558,11
1650,"Adam Katz",,https://angel.co/akatz,http://www.linkedin.com/pub/adam-katz/6/975/632,220,2
1651,"Clive Mayhew",http://twitter.com/Clivemay,https://angel.co/clivemay,,281,1
1657,"Carl Fricke",http://twitter.com/CarlFricke,https://angel.co/carlfricke,http://www.linkedin.com/in/carlfricke,117,0
1662,"Eisar Lipkovitz",http://www.twitter.com/lipko,https://angel.co/lipko,http://www.linkedin.com/in/eisar,221,0
1663,"Darryl Collins",http://twitter.com/darrylxxx,https://angel.co/darrylcollins,http://uk.linkedin.com/in/darrylcollins1,626,2
1670,"Jeremy Liew",http://twitter.com/jeremysliew,https://angel.co/jeremysliew,http://www.linkedin.com/ppl/webprofile?vmi=&id=30767,3481,11
1673,"Ajit Varma",,https://angel.co/ajit,http://www.linkedin.com/in/ajitvarma,280,2
1680,"Rand Leeb-Du Toit",http://twitter.com/metarand,https://angel.co/metarand,http://www.linkedin.com/in/randleebdutoit,362,3
1686,"Fred Shilmover",https://twitter.com/fredshilmover,https://angel.co/freds,http://www.linkedin.com/in/fredshilmover/,248,2
1690,"Greg Cangialosi",http://www.twitter.com/gregcangialosi,https://angel.co/gregcangialosi,http://www.linkedin.com/in/gregcangialosi,1333,23
1691,"Steven Kane",http://twitter.com/stevenkane,https://angel.co/stevenkane,http://www.linkedin.com/profile/view?id=2203090&trk=tab_pro,856,10
1696,"Mohammad Al-Ubaydli",http://twitter.com/#!/idiopathic,https://angel.co/idiopathic,http://uk.linkedin.com/in/idiopathic,120,2
1697,"Shayne Higdon",http://twitter.com/ShayneHigdon,https://angel.co/shigdon,http://www.linkedin.com/in/shaynehigdon,127,5
1701,"Ebetuel (Beto) Pallares",http://twitter.com/ebetuel,https://angel.co/beto,http://www.linkedin.com/in/ebetuel,248,6
1712,"Laurie Yoler",,https://angel.co/laurie,http://www.linkedin.com/in/yoler,222,3
1714,"Kerim Baran",http://twitter.com/kbaran,https://angel.co/kbaran,http://www.linkedin.com/in/kbaran,1047,13
1720,"Dan Aronson",,https://angel.co/danaronson,http://www.linkedin.com/pub/dan-aronson/0/2/437,852,7
1722,"Ben Narasin",http://twitter.com/#!/BNarasin,https://angel.co/bhn77fo,http://www.linkedin.com/in/bennarasin,1800,37
1726,"Tommy Leep",http://www.twitter.com/leepnet,https://angel.co/leepnet,http://www.linkedin.com/pub/tommy-leep/3/47a/8a8,723,2
1727,"Jay Cuthrell",http://twitter.com/qthrul,https://angel.co/qthrul,http://www.linkedin.com/in/qthrul,319,0
1733,"J. Bryan Scott",http://www.twitter.com/jbryanscott,https://angel.co/jbryanscott,http://www.linkedin.com/in/jbryanscott,175,0
1739,"Phil Bryant",https://twitter.com/#!/philipbryant,https://angel.co/philipbryant,http://www.linkedin.com/in/philipbryant,45,5
1743,"Vikas Khanna",http://twitter.com/khannavikas,https://angel.co/khannavikas,http://www.linkedin.com/in/vikaskhanna,213,0
1745,"Tom Newbold",http://twitter.com/tnewbold,https://angel.co/tnewbold,http://www.linkedin.com/in/tnewbold,543,20
1748,"Yoav Lurie",http://twitter.com/#!/yoavlurie,https://angel.co/yoavlurie,http://www.linkedin.com/in/yoavlurie,518,0
1760,"Michael Tanne",http://twitter.com/#!/mtanne,https://angel.co/mtanne,http://www.linkedin.com/in/mtanne,1316,31
1763,"Peter Boboff",http://twitter.com/#!/peterboboff,https://angel.co/pboboff,http://www.linkedin.com/pub/peter-boboff/0/10/759,1350,29
1767,"George Monical",http://twitter.com/#!/gdogmoney,https://angel.co/georgemonical,http://www.linkedin.com/in/georgemonical,386,1
1771,"Max Metral",None,https://angel.co/djmax,None,282,1
1779,"Paul Sethi",http://twitter.com/#!/paulsethi,https://angel.co/paulsethi,http://www.linkedin.com/in/paulsethi,1791,41
1789,"Terrence Rohan",http://twitter.com/tmrohan,https://angel.co/tmrohan,http://uk.linkedin.com/in/terrencerohan,733,14
1790,"Byron Deeter",http://twitter.com/bdeeter,https://angel.co/bdeeter,http://www.linkedin.com/in/byrondeeter,402,4
1792,"Aileen Lee",http://twitter.com/#!/aileenlee,https://angel.co/aileenlee,http://www.linkedin.com/pub/aileen-lee/0/16/77,2550,15
1793,"Justin Waldron",http://www.twitter.com/jtwald,https://angel.co/jtwald,http://www.linkedin.com/in/jtwald,2061,9
1797,"Danny Rimer",http://twitter.com/dannyrimer,https://angel.co/dannyrimer,http://uk.linkedin.com/pub/danny-rimer/1/822/813,3092,7
1798,"Bill Tai",http://twitter.com/#!/KiteVC,https://angel.co/kitevc,http://www.linkedin.com/in/kitevc,1765,34
1800,"Brock Pierce",http://www.twitter.com/brockpierce,https://angel.co/brockpierce,http://www.linkedin.com/in/brockpierce,1752,16
1801,"Sumant Mandal",http://https://twitter.com/sumantmandal,https://angel.co/sumantmandal,http://www.linkedin.com/pub/sumant-mandal/1/83/745,203,3
1803,"Jay Wilkinson",http://twitter.com/jaywilk,https://angel.co/jaywilk,http://www.linkedin.com/in/jaywilkinson,151,6
1805,"Tim Chang",http://twitter.com/timechange,https://angel.co/timechange,http://www.linkedin.com/profile/view?id=22690&locale=en_US&trk=tab_pro,12079,22
1808,"Amol Kher",http://twitter.com/#!/amolkher,https://angel.co/amolkher,http://www.linkedin.com/in/amolkher,132,0
1810,"Richard Muirhead",http://www.twitter.com/richardmuirhead,https://angel.co/richardmuirhead,http://uk.linkedin.com/in/richardmuirhead,1413,14
1814,"Chris Maeda",http://twitter.com/xmaeda,https://angel.co/xmaeda,http://www.linkedin.com/in/cmaeda,319,5
1815,"Andy Sheehan",http://twitter.com/andyts,https://angel.co/andyts,http://www.linkedin.com/in/andysheehan,185,3
1823,"Philip Kaplan",http://twitter.com/pud,https://angel.co/pud,http://linkedin.com/in/pudster,3816,10
1825,"John Epperson",http://twitter.com/#!/johnepp,https://angel.co/johnepp,http://www.linkedin.com/in/johnepperson,34,1
1828,"Mathew Spolin",http://twitter.com/#!/automatt,https://angel.co/automatt,http://www.linkedin.com/in/mspolin,168,0
1830,"Greg Sands",https://twitter.com/#!/gsands,https://angel.co/gsands,http://www.linkedin.com/profile/view?id=3183387&locale=en_US&trk=tab_pro,384,12
1832,"Amit Garg",http://www.twitter.com/amgarg,https://angel.co/amgarg,http://www.linkedin.com/in/amgarg,258,0
1839,"Sandy Khaund",https://twitter.com/sandyTBS,https://angel.co/sandykh,http://www.linkedin.com/in/sandyk,96,0
1840,"Burt Herman",http://twitter.com/#!/burtherman,https://angel.co/burtherman,http://www.linkedin.com/in/burtherman,600,0
1841,"Sahil Lavingia",http://twitter.com/slavingia/,https://angel.co/slavingia,http://www.linkedin.com/in/sahillavingia/,2844,0
1848,"Tim Connors",http://twitter.com/Timc,https://angel.co/timothy,http://www.linkedin.com/in/timothyjconnors,669,12
1851,"John Paulos",,https://angel.co/jpaulos,http://www.linkedin.com/pub/john-paulos/7/732/2b5,139,9
1862,"Aaron Iba",http://twitter.com/aaroniba,https://angel.co/aaroniba,http://www.linkedin.com/in/aaroniba,593,12
1863,"Marco Thompson",http://twitter.com/marcosandiego,https://angel.co/marcosandiego,http://www.linkedin.com/in/marcothompson,118,2
1864,"Steve Newcomb",http://twitter.com/#!/stevenewcomb,https://angel.co/stevenewcomb,http://www.linkedin.com/in/stevenewcomb,2085,10
1883,"Marc Michel",http://twitter.com/mmichel01,https://angel.co/mmichel01,http://www.linkedin.com/profile/view?id=21919026&trk=tab_pro,663,11
1887,"Ken Gullicksen",,https://angel.co/kgullicksen,http://www.linkedin.com/pub/ken-gullicksen/0/36/645,357,9
1889,"Waynn Lue",http://twitter.com/waynnlue,https://angel.co/waynn,http://www.linkedin.com/in/waynn,1023,4
1907,"Greg Baszucki",,https://angel.co/gregbaszucki,http://www.linkedin.com/pub/greg-baszucki/0/157/572,108,6
1911,"Amir Banifatemi",http://twitter.com/a225,https://angel.co/amir,http://www.linkedin.com/in/abanifatemi,3043,49
1914,"Charles Hudson",http://twitter.com/chudson,https://angel.co/chudson,http://www.linkedin.com/in/chudson,4416,37
1915,"Vineet Devaiah",http://twitter.com/#!/VineetDevaiah,https://angel.co/vineetdevaiah,http://www.linkedin.com/in/vineetdevaiah,321,0
1917,"Dan Shapiro",http://www.twitter.com/danshapiro,https://angel.co/danshapiro,http://www.linkedin.com/in/danshapiro,1542,21
1924,"Eric Arnold",http://twitter.com/ericsarnold,https://angel.co/ericsarnold,http://www.linkedin.com/pub/eric-arnold/0/324/4b1,498,10
1925,"Graham Jenkin",http://twitter.com/#!/GrahamJenkin,https://angel.co/graham,http://www.linkedin.com/in/grahamjenkin,4224,9
1929,"Jonas Brandon",http://twitter.com/jonasbrandon,https://angel.co/jonasbrandon,http://ca.linkedin.com/in/jonasbrandon,1448,2
1932,"Csaba Konkoly",,https://angel.co/ck,http://www.linkedin.com/profile/view?id=18681480&authType=NAME_SEARCH&authToken=A0dq&locale=en_US&srchid=186814801390430753409&srchindex=1&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A186814801390430753409%2CVSRPtargetId%3A18681480%2CVSRPcm,351,11
1941,"Milos Tatarevic",https://twitter.com/milos_tatarevic,https://angel.co/milos,http://www.linkedin.com/in/milostatarevic,284,0
1943,"Jordan Stolper",http://twitter.com/#!/stolper,https://angel.co/stolper,http://www.linkedin.com/in/stolper,210,1
1947,"Phil Morle",http://twitter.com/#!/philmorle,https://angel.co/philmorle,http://www.linkedin.com/in/pmorle,1317,2
1951,"Meagan Marks",http://www.twitter.com/meaganmarks,https://angel.co/meaganmarks,http://uk.linkedin.com/in/meaganmarks,555,2
1962,"Roy Tuvey",,https://angel.co/roy2v,http://www.linkedin.com/profile/view?id=305971,270,0
1966,"Ron Garret",http://twitter.com/rongarret,https://angel.co/rongarret,http://www.linkedin.com/pub/ron-garret/0/148/22,278,8
1967,"Willem-Jan Schutte",http://twitter.com/schuttes,https://angel.co/schuttes,,714,6
1971,"Steve Brotman",http://twitter.com/#!/stevebrotman,https://angel.co/stevebrotman,http://www.linkedin.com/in/stevebrotman,912,15
1972,"Ben Wirz",http://twitter.com/bthewirz,https://angel.co/bthewirz,http://www.linkedin.com/in/benoitwirz,1049,20
1983,"David Beyer",http://twitter.com/#!/dbeyer123,https://angel.co/dbeyer123,http://www.linkedin.com/in/davidabeyer,3028,42
1984,"Craig Davis",http://twitter.com/cradav,https://angel.co/craig-davis,,103,0
1989,"Reese Jones",http://twitter.com/Reese_Jones,https://angel.co/reesejones1,http://linkedin.com/in/reesejones1,860,11
1993,"Brendan Condon",http://twitter.com/#!/bfcondon,https://angel.co/bfcondon,http://www.linkedin.com/in/bcondon,119,0
1995,"Eva Hukshorn",https://twitter.com/EvaHukshorn,https://angel.co/hukshorn,http://nl.linkedin.com/in/hukshorn,423,2
1997,"Michael Yang",http://twitter.com/#!/yangbness1,https://angel.co/michaelyang,http://www.linkedin.com/in/myang,1029,8
2000,"Mark Kingdon",http://twitter.com/#!/Markis,https://angel.co/markkingdon,http://www.linkedin.com/pub/mark-kingdon/0/15/795,1866,17
2005,"Michael Rolnick",,https://angel.co/mrolnick,http://www.linkedin.com/pub/michael-rolnick/0/29/888,145,2
2019,"Matthew Cowan",,https://angel.co/matthewtcowan,,199,1
2023,"Sam Hayes",,https://angel.co/sambhayes,http://www.linkedin.com/in/sambhayes,305,4
2024,"Daniel Levine",http://twitter.com/daniel_levine,https://angel.co/daniel_levine,http://www.linkedin.com/in/danielmarklevine,2491,6
2026,"Anthony Nicalo",http://twitter.com/#!/TonyNicalo,https://angel.co/tonynicalo,http://www.linkedin.com/in/nicalo,381,5
2050,"matt hunter",http://twitter.com/mh,https://angel.co/mh,http://www.linkedin.com/in/hunterm,646,0
2058,"David Bill",http://twitter.com/dsb,https://angel.co/dsb,http://www.linkedin.com/in/davidsbill,600,2
2059,"Michael Karnjanaprakorn",http://twitter.com/#!/mikekarnj,https://angel.co/mikekarnj,,1204,1
2064,"Nat Friedman",http://twitter.com/natfriedman,https://angel.co/natfriedman,,1074,5
2077,"Charles Yim",http://twitter.com/ChuckYim,https://angel.co/chuckyim,http://www.linkedin.com/in/charlesyim,569,10
2081,"John Landry",http://twitter.com/leaddog99,https://angel.co/leaddog99,http://www.linkedin.com/in/leaddogvc,1735,52
2082,"Eric Chan",http://twitter.com/mobileslate,https://angel.co/mobileslate-1,http://www.linkedin.com/in/mobileslate,1177,1
2088,"Roger Chabra",http://twitter.com/#!/rchabra,https://angel.co/rchabra,http://www.linkedin.com/in/rchabra,1075,13
2092,"Sean Harper",http://twitter.com/#!/FeeFighters,https://angel.co/seanharper,http://www.linkedin.com/in/harpersean,274,5
2094,"Tyler Jewell",http://twitter.com/#!/TylerJewell,https://angel.co/tylerjewell,http://linkedin.com/in/TylerJewell,456,6
2097,"Dorothy Price Hill ",http://twitter.com/#!/DorothyHill,https://angel.co/dorothyhill,http://www.linkedin.com/pub/dorothy-price-hill/1/417/576,742,4
2099,"Russell Siegelman",http://twitter.com/RussSiegelman,https://angel.co/russsiegelman,http://www.linkedin.com/pub/russell-siegelman/1/ab4/2b3,1782,49
2100,"Bradley C. Harrison",http://twitter.com/bradharrison1,https://angel.co/bhv-1,http://www.linkedin.com/in/bradharrison,2839,32
2102,"Joseph Oliver",http://twitter.com/#!/Proxivision,https://angel.co/hawkes-oceansports-inc,http://www.linkedin.com/in/josepheoliver,14,1
2104,"Idris Mokhtarzada",http://twitter.com/idris,https://angel.co/idris,http://www.linkedin.com/in/idrismokhtarzada,158,9
2105,"James Geshwiler",http://twitter.com/geshwiler,https://angel.co/geshwiler,http://www.linkedin.com/in/jamesgeshwiler,915,20
2106,"David Stern",http://twitter.com/#!/dsternsf,https://angel.co/dsternsf,http://www.linkedin.com/in/dsternsf,575,10
2112,"Brian Cohen",http://twitter.com/#!/brianscohen,https://angel.co/brianscohen,http://www.linkedin.com/in/brianscohen,1085,22
2114,"Rob Shurtleff",http://twitter.com/DivergentVC,https://angel.co/divergentvc,http://www.linkedin.com/pub/rob-shurtleff/0/23/8b8,318,7
2119,"Sean Rad",http://twitter.com/seanrad,https://angel.co/seanrad,http://www.linkedin.com/in/seanrad,1740,0
2124,"Nat Turner",http://twitter.com/#!/natsturner,https://angel.co/natsturner,http://www.linkedin.com/in/natsturner,3148,35
2125,"Adam D'Augelli",http://twitter.com/adaugelli,https://angel.co/adaugelli,http://www.linkedin.com/in/adamdaugelli,3308,64
2127,"Michael A Morell",http://twitter.com/rivimike,https://angel.co/rivimike,http://www.linkedin.com/in/michaelmorell,267,3
2130,"Sundeep Ahuja",http://twitter.com/sunrock,https://angel.co/sundeep,http://www.linkedin.com/in/sundeep,2373,11
2146,"Somak Chattopadhyay",http://twitter.com/somakc,https://angel.co/somakc,http://www.linkedin.com/profile/view?id=59838&authType=name&authToken=z14O,193,5
2151,"Wayne Chang",http://www.twitter.com/wayne,https://angel.co/wayne,http://www.linkedin.com/in/waynechang,1886,3
2153,"Sutha Kamal",,https://angel.co/suthakamal,,61,0
2155,"Ryan Moore",,https://angel.co/rrmoore73,http://www.linkedin.com/pub/ryan-moore/2/337/719,1324,19
2158,"Pat Matthews",http://twitter.com/patmatthews,https://angel.co/patmatthews,,518,29
2169,"Vic Thorne",http://twitter.com/#!/V_Thorne,https://angel.co/ohioangel,http://www.linkedin.com/in/victhorne,726,24
2170,"George Deeb",http://twitter.com/#!/georgedeeb,https://angel.co/georgedeeb,http://www.linkedin.com/in/georgedeeb,868,12
2183,"David Skok",http://twitter.com/BostonVC,https://angel.co/dskok,http://www.linkedin.com/in/dskok,1776,12
2184,"Jacob Sod",,https://angel.co/jacobs,http://www.linkedin.com/profile/view?id=77137589,97,0
2186,"David Diamond",http://twitter.com/#!/StartupAngelnet,https://angel.co/davediamond,http://www.linkedin.com/pub/david-diamond/26/5b4/a8,476,6
2191,"Pawel Chudzinski",http://@pawell,https://angel.co/pawel,http://www.linkedin.com/in/pchudzinski,1377,24
2192,"Ravi Belani",http://twitter.com/rbelani,https://angel.co/rbelani,http://www.linkedin.com/in/ravibelani,1380,19
2193,"Hemang Gadhia",http://twitter.com/#!/hemang,https://angel.co/hgadhia,http://www.linkedin.com/in/gadhia,246,1
2196,"Charles Huang",http://twitter.com/1CharlesH,https://angel.co/1charlesh,http://www.linkedin.com/pub/charles-huang/0/761/748,789,1
2197,"Michael Klein",http://twitter.com/#!/mvklein,https://angel.co/mvklein,http://www.linkedin.com/pub/michael-klein/2/302/94,1064,21
2203,"Mark Terbeek",http://twitter.com/markterbeek,https://angel.co/markterbeek,http://www.linkedin.com/in/markterbeek,200,3
2204,"Alkarim Jivraj",,https://angel.co/alkarimjivraj,http://www.linkedin.com/pub/alkarim-jivraj/0/50/324,479,6
2206,"Kirill Makharinsky",,https://angel.co/kirill,http://www.linkedin.com/in/kirillonlinkedin,437,12
2211,"Brendan Gill",http://twitter.com/brendan_gill,https://angel.co/brendangill,http://www.linkedin.com/in/brendangill,158,1
2212,"Sina Khanifar",http://twitter.com/#!/sinak,https://angel.co/sinak,http://www.linkedin.com/in/sinakhanifar,436,2
2217,"Frank Orlando",http://twitter.com/#!/frank_orlando,https://angel.co/frank_orlando,http://www.linkedin.com/in/frankorlando1,260,2
2229,"Kevin J. Berk",http://twitter.com/kevinjberk,https://angel.co/kjberk,http://www.linkedin.com/pub/kevin-j-berk/2/a7b/209,186,9
2235,"Shaun Sims",,https://angel.co/shaunsims,http://www.linkedin.com/in/shaunsims,77,0
2242,"Xavier Damman",http://twitter.com/xdamman,https://angel.co/xdamman,http://www.linkedin.com/in/xavierdamman,530,0
2245,"Kapil Chaudhary",http://twitter.com/kapil1c,https://angel.co/kapil1c,http://www.linkedin.com/pub/kapil-chaudhary/0/169/a68,293,8
2247,"Ryan Floyd",http://twitter.com/RyanFloyd,https://angel.co/ryanfloyd,http://www.linkedin.com/in/ryanfloyd1,358,10
2249,"Josh Abramowitz",https://twitter.com/joshabramowitz/,https://angel.co/josh,http://www.linkedin.com/in/joshabramowitz,1570,26
2266,"Maximilian Thyssen",http://twitter.com/maxthyssen,https://angel.co/maxthyssen,http://de.linkedin.com/pub/maximilian-thyssen/1a/b67/883,361,15
2268,"Warren Osborn",http://twitter.com/warrenosborn,https://angel.co/warrenosborn,http://www.linkedin.com/pub/warren-osborn/0/1b5/736,280,9
2274,"Michael Duda",http://twitter.com/MikeDuda,https://angel.co/mikeduda,http://www.linkedin.com/in/mduda,723,10
2280,"Evan Rifkin ",http://twitter.com/erif,https://angel.co/erif,http://www.linkedin.com/in/evanrifkin,318,4
2288,"Marc Randolph",http://twitter.com/#!/mbrandolph,https://angel.co/mbrandolph,http://www.linkedin.com/pub/marc-randolph/6/20/554,1972,8
2294,"Walt Pounds",,https://angel.co/waltpounds,http://www.linkedin.com/pub/walt-pounds/21/679/568,235,19
2295,"Santi Subotovsky",http://twitter.com/ssubo,https://angel.co/ssubo,http://www.linkedin.com/in/santisubotovsky,194,0
2300,"Aunkur Arya",http://twitter.com/aunkurarya,https://angel.co/aunkurarya,http://www.linkedin.com/profile/view?id=14698&locale=en_US&trk=tab_pro,350,2
2301,"Jack Herrick",http://twitter.com/JackHerrick,https://angel.co/jackherrick,http://www.linkedin.com/in/jackherrick,2611,8
2308,"Adrian Garcia",http://twitter.com/adriangs,https://angel.co/adriangs,http://www.linkedin.com/in/adriangarcia81,362,1
2310,"Allen Graber",http://twitter.com/agraber,https://angel.co/agraber,http://www.linkedin.com/in/allengraber,265,5
2318,"John Hanke",http://twitter.com/#!/johnhanke,https://angel.co/johnhanke,http://www.linkedin.com/pub/john-hanke/0/96/6a8,1209,2
2319,"Troy Henikoff",http://https://twitter.com/#!/TroyHenikoff,https://angel.co/troyhenikoff,http://www.linkedin.com/in/troyhenikoff,995,24
2341,"Brian Ficho",http://twitter.com/bficho,https://angel.co/bficho,http://www.linkedin.com/in/brianficho,909,15
2344,"Talmadge O'Neill",http://twitter.com/#!/TalmadgeOrion,https://angel.co/talmadge,http://www.linkedin.com/in/talmadge,1274,56
2347,"Rob Coneybeer",http://twitter.com/robconeybeer,https://angel.co/robconeybeer,http://www.linkedin.com/pub/robert-coneybeer/0/326/a37,670,6
2358,"Michael Yang",,https://angel.co/mlyang0425,http://www.linkedin.com/pub/michael-yang/0/1b/555,946,12
2359,"Todd Dauphinais",,https://angel.co/daupher,http://www.linkedin.com/pub/todd-dauphinais/9/939/511,101,1
2363,"Yariv Kafri",None,https://angel.co/ykafri,http://www.linkedin.com/pub/yariv-kafri/0/55/962,53,0
2366,"Koji Osawa",,https://angel.co/koji,http://www.linkedin.com/pub/koji-osawa/0/2/153,173,5
2387,"Zal Bilimoria",http://twitter.com/#!/zalzally,https://angel.co/zalzally,http://www.linkedin.com/in/zalzally,972,2
2390,"Christian Vollmann",http://twitter.com/calroo1,https://angel.co/calroo1,http://de.linkedin.com/pub/christian-vollmann/0/2/192,561,9
2396,"Jill C. Preotle",http://twitter.com/jillpreotle,https://angel.co/jillpreotle,http://www.linkedin.com/profile/edit?id=7157316&trk=hb_tab_pro_top,625,8
2399,"Charles Ju",,https://angel.co/charlesju,http://www.linkedin.com/in/charlesju,196,1
2400,"Vivek Patel",http://twitter.com/vdp83,https://angel.co/vdp83,http://www.linkedin.com/in/vdp83,269,1
2401,"Benjamin Chiang",http://twitter.com/ben_chiang,https://angel.co/ben_chiang,http://www.linkedin.com/in/benjaminchiang,668,3
2403,"Josh Linkner",http://twitter.com/joshlinkner,https://angel.co/joshlinkner,http://www.linkedin.com/pub/josh-linkner/0/45/204,411,17
2404,"Aren Sandersen",http://twitter.com/arensand,https://angel.co/aren,http://linkedin.com/in/arens,195,1
2411,"Patrick Eggen",http://twitter.com/peggen,https://angel.co/peggen,http://www.linkedin.com/pub/patrick-eggen/0/178/27a,340,21
2412,"Shawn Simpson",,https://angel.co/shawncito,http://www.linkedin.com/pub/shawn-simpson/4/403/490,137,4
2414,"Isaac Babbs",https://twitter.com/ibabbs,https://angel.co/isaacbabbs,http://www.linkedin.com/in/isaacbabbs,278,0
2416,"Jesse Shieh",http://twitter.com/#!/adku,https://angel.co/jesse,http://linkedin.com/in/jesseshieh,255,3
2419,"Carlos Whitt",http://twitter.com/#!/car1os,https://angel.co/carlos,http://www.linkedin.com/in/whitt,498,7
2420,"Rudina Seseri",,https://angel.co/rudina,http://www.linkedin.com/profile/view?id=10245331&trk=hb_tab_pro_top,210,0
2428,"Alexis Ohanian",http://twitter.com/#!/alexisohanian,https://angel.co/alexisohanian,http://www.linkedin.com/profile/view?id=4421225&trk=tab_pro,8215,77
2429,"Amit Grover",http://twitter.com/#!/amitgrover,https://angel.co/amitgrover,http://in.linkedin.com/pub/amit-grover/0/72b/73b,221,2
2431,"Andrew Frame",,https://angel.co/andrewframe,http://www.linkedin.com/pub/andrew-frame/0/124/593,167,0
2432,"Andrew Payne",http://twitter.com/#!/payne92,https://angel.co/payne92,http://www.linkedin.com/in/acpayne,242,6
2433,"andrew@seedstage.org",http://twitter.com/#!/soyousay,https://angel.co/andrewsispoidis,http://www.linkedin.com/pub/andrew-sispoidis/0/145/a74,375,2
2437,"Bala Kamallakharan",http://twitter.com/#!/BalaInIceland,https://angel.co/balakamallakharan,http://www.linkedin.com/in/balakamallakharan,292,7
2440,"Bob Allard",http://twitter.com/#!/extensionengine,https://angel.co/boballard,http://www.linkedin.com/in/boballard,216,2
2441,"Bradley Heilbrun",http://twitter.com/nurblieh,https://angel.co/bradleyheilbrun,http://www.linkedin.com/pub/bradley-heilbrun/1/3b3/879,354,1
2443,"Brant Bukowsky",http://twitter.com/brantbuk,https://angel.co/brantbuk,http://www.linkedin.com/in/brantbukowsky,89,2
2446,"Brett Henry",http://twitter.com/#!/bretthenry,https://angel.co/bretthenry,http://www.linkedin.com/pub/brett-henry/0/167/aa7,518,0
2447,"Brian Feinstein",,https://angel.co/brianfeinstein,http://www.linkedin.com/in/brianfeinstein,141,1
2450,"Brian O'kelley",http://twitter.com/bokelley,https://angel.co/bokelley,http://www.linkedin.com/in/brianokelley,1101,7
2453,"Cem Sertoglu",http://twitter.com/#!/csertoglu,https://angel.co/csertoglu,http://tr.linkedin.com/in/csertoglu,786,14
2455,"Charlie Federman",http://twitter.com/cfederman,https://angel.co/cfederman,http://www.linkedin.com/pub/charlie-federman/0/48/bab,204,8
2458,"Chris Smith @BStCapital",http://twitter.com/bstcapital,https://angel.co/bstcapital,,251,3
2461,"Daniel Reeves",http://twitter.com/dreev,https://angel.co/dreev,http://www.linkedin.com/in/dreev,345,1
2464,"David Blumberg",http://twitter.com/davidblumberg,https://angel.co/davidblumberg,http://www.linkedin.com/in/davidjblumberg,773,13
2466,"David Siemer",http://twitter.com/#!/dsiemer,https://angel.co/davidsiemer,http://www.linkedin.com/pub/david-siemer/1/817/8b2,467,22
2467,"David Travers",http://twitter.com/traversdavid,https://angel.co/traversdavid,http://www.linkedin.com/in/davetravers,724,12
2470,"Dino Vendetti",http://twitter.com/dinovendetti,https://angel.co/dinovendetti,http://www.linkedin.com/pub/dino-vendetti/0/17/122,751,11
2471,"Don Lucas",http://twitter.com/#!/vconthebrain,https://angel.co/donlucas,http://www.linkedin.com/pub/donald-lucas/13/999/264,116,3
2472,"Doug Hirsch",http://twitter.com/dougjoe,https://angel.co/dougjoe,,490,3
2477,"Eric Friedman",http://twitter.com/#!/EricFriedman,https://angel.co/ericfriedman,http://www.linkedin.com/in/ericgfriedman,1337,3
